from_framework,from_code,to_framework,to_code,relation,from_grade,to_grade,match_key,confidence_note,from_text,to_text,from_source_url,to_source_url
CA-CCSS-ELA-2013,RI.3.6,CA-CCSS-ELA-2013,RI.4.6,,3,4,RI | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Distinguish their own point of view from that of the author of a text.,Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.6,CA-CCSS-ELA-2013,RI.5.6,,4,5,RI | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Compare and contrast a firsthand and secondhand account of the same event or topic; describe the differences in focus and the information provided.,"Analyze multiple accounts of the same event or topic, noting important similarities and differences in the point of view they represent.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.7,CA-CCSS-ELA-2013,RI.1.7,,0,1,RI | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, describe the relationship between illustrations and the text in which they appear (e.g., what person, place, thing, or idea in the text an illustration depicts).",Use the illustrations and details in a text to describe its key ideas.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.7,CA-CCSS-ELA-2013,RI.2.7,,1,2,RI | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Use the illustrations and details in a text to describe its key ideas.,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.7,CA-CCSS-ELA-2013,RI.3.7,,2,3,RI | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text.","Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.7,CA-CCSS-ELA-2013,RI.4.7,,3,4,RI | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur).","Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.7,CA-CCSS-ELA-2013,RI.5.7,,4,5,RI | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Interpret information presented visually, orally, or quantitatively (e.g., in charts, graphs, diagrams, time lines, animations, or interactive elements on Web pages) and explain how the information contributes to an understanding of the text in which it appears.","Draw on information from multiple print or digital sources, demonstrating the ability to locate an answer to a question quickly or to solve a problem efficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.8,CA-CCSS-ELA-2013,RI.1.8,,0,1,RI | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, identify the reasons an author gives to support points in a text.",Identify the reasons an author gives to support points in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.8,CA-CCSS-ELA-2013,RI.2.8,,1,2,RI | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Identify the reasons an author gives to support points in a text.,Describe how reasons support specific points the author makes in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.8,CA-CCSS-ELA-2013,RI.3.8,,2,3,RI | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Describe how reasons support specific points the author makes in a text.,"Describe the logical connection between particular sentences and paragraphs in a text (e.g., comparison, cause/effect, first/second/third in a sequence).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.8,CA-CCSS-ELA-2013,RI.4.8,,3,4,RI | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe the logical connection between particular sentences and paragraphs in a text (e.g., comparison, cause/effect, first/second/third in a sequence).",Explain how an author uses reasons and evidence to support particular points in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.8,CA-CCSS-ELA-2013,RI.5.8,,4,5,RI | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Explain how an author uses reasons and evidence to support particular points in a text.,"Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point(s).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.9,CA-CCSS-ELA-2013,RI.1.9,,0,1,RI | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).","Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.9,CA-CCSS-ELA-2013,RI.2.9,,1,2,RI | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).",Compare and contrast the most important points presented by two texts on the same topic.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.9,CA-CCSS-ELA-2013,RI.3.9,,2,3,RI | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Compare and contrast the most important points presented by two texts on the same topic.,Compare and contrast the most important points and key details presented in two texts on the same topic.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.9,CA-CCSS-ELA-2013,RI.4.9,,3,4,RI | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Compare and contrast the most important points and key details presented in two texts on the same topic.,Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.9,CA-CCSS-ELA-2013,RI.5.9,,4,5,RI | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Integrate information from two texts on the same topic in order to write or speak about the subject knowledgeably.,Integrate information from several texts on the same topic in order to write or speak about the subject knowledgeably.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.1,CA-CCSS-ELA-2013,RL.1.1,,0,1,RL | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, ask and answer questions about key details in a text.",Ask and answer questions about key details in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.1,CA-CCSS-ELA-2013,RL.2.1,,1,2,RL | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Ask and answer questions about key details in a text.,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.1,CA-CCSS-ELA-2013,RL.3.1,,2,3,RL | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.1,CA-CCSS-ELA-2013,RL.4.1,,3,4,RL | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.1,CA-CCSS-ELA-2013,RL.5.1,,4,5,RL | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.10,CA-CCSS-ELA-2013,RL.1.10,,0,1,RL | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Actively engage in group reading activities with purpose and understanding. a. Activate prior knowledge related to the information and events in texts. CA b. Use illustrations and context to make predictions about text. CA,"With prompting and support, read prose and poetry of appropriate complexity for grade 1. a. Activate prior knowledge related to the information and events in a text. CA b. Confirm predictions about what will happen next in a text. CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.10,CA-CCSS-ELA-2013,RL.2.10,,1,2,RL | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, read prose and poetry of appropriate complexity for grade 1. a. Activate prior knowledge related to the information and events in a text. CA b. Confirm predictions about what will happen next in a text. CA","By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.10,CA-CCSS-ELA-2013,RL.3.10,,2,3,RL | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2–3 text complexity band independently and proficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.10,CA-CCSS-ELA-2013,RL.4.10,,3,4,RL | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2–3 text complexity band independently and proficiently.","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.10,CA-CCSS-ELA-2013,RL.5.10,,4,5,RL | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4–5 text complexity band independently and proficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.2,CA-CCSS-ELA-2013,RL.1.2,,0,1,RL | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, retell familiar stories, including key details.","Retell stories, including key details, and demonstrate understanding of their central message or lesson.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.2,CA-CCSS-ELA-2013,RL.4.2,,3,4,RL | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.","Determine a theme of a story, drama, or poem from details in the text; summarize the text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.2,CA-CCSS-ELA-2013,RL.5.2,,4,5,RL | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Determine a theme of a story, drama, or poem from details in the text; summarize the text.","Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.3,CA-CCSS-ELA-2013,RL.1.3,,0,1,RL | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, identify characters, settings, and major events in a story.","Describe characters, settings, and major events in a story, using key details.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.3,CA-CCSS-ELA-2013,RL.4.3,,3,4,RL | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events.","Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character’s thoughts, words, or actions).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.3,CA-CCSS-ELA-2013,RL.5.3,,4,5,RL | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character’s thoughts, words, or actions).","Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.4,CA-CCSS-ELA-2013,RL.1.4,,0,1,RL | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Ask and answer questions about unknown words in a text. (See grade K Language standards 4–6 for additional expectations.) CA,Identify words and phrases in stories or poems that suggest feelings or appeal to the senses. (See grade 1 Language standards 4–6 for additional expectations.) CA,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.4,CA-CCSS-ELA-2013,RL.2.4,,1,2,RL | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Identify words and phrases in stories or poems that suggest feelings or appeal to the senses. (See grade 1 Language standards 4–6 for additional expectations.) CA,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song. (See grade 2 Language standards 4–6 for additional expectations.) CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.4,CA-CCSS-ELA-2013,RL.3.4,,2,3,RL | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song. (See grade 2 Language standards 4–6 for additional expectations.) CA","Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language. (See grade 3 Language standards 4–6 for additional expectations.) CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.4,CA-CCSS-ELA-2013,RL.4.4,,3,4,RL | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language. (See grade 3 Language standards 4–6 for additional expectations.) CA","Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean). (See grade 4 Language standards 4–6 for additional expectations.) CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.4,CA-CCSS-ELA-2013,RL.5.4,,4,5,RL | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean). (See grade 4 Language standards 4–6 for additional expectations.) CA","Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes. (See grade 5 Language standards 4–6 for additional expectations.) CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.5,CA-CCSS-ELA-2013,RL.1.5,,0,1,RL | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Recognize common types of texts (e.g., storybooks, poems, fantasy, realistic text). CA","Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.5,CA-CCSS-ELA-2013,RL.2.5,,1,2,RL | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.","Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.5,CA-CCSS-ELA-2013,RL.3.5,,2,3,RL | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.","Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.5,CA-CCSS-ELA-2013,RL.4.5,,3,4,RL | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.","Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.5,CA-CCSS-ELA-2013,RL.5.5,,4,5,RL | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.","Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.6,CA-CCSS-ELA-2013,RL.1.6,,0,1,RL | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, name the author and illustrator of a story and define the role of each in telling the story.",Identify who is telling the story at various points in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.6,CA-CCSS-ELA-2013,RL.2.6,,1,2,RL | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Identify who is telling the story at various points in a text.,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.6,CA-CCSS-ELA-2013,RL.3.6,,2,3,RL | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",Distinguish their own point of view from that of the narrator or those of the characters.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.6,CA-CCSS-ELA-2013,RL.4.6,,3,4,RL | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Distinguish their own point of view from that of the narrator or those of the characters.,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.6,CA-CCSS-ELA-2013,RL.5.6,,4,5,RL | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.",Describe how a narrator’s or speaker’s point of view influences how events are described.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.7,CA-CCSS-ELA-2013,RL.1.7,,0,1,RL | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).","Use illustrations and details in a story to describe its characters, setting, or events.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.7,CA-CCSS-ELA-2013,RL.2.7,,1,2,RL | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Use illustrations and details in a story to describe its characters, setting, or events.","Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.7,CA-CCSS-ELA-2013,RL.3.7,,2,3,RL | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.","Explain how specific aspects of a text’s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.7,CA-CCSS-ELA-2013,RL.4.7,,3,4,RL | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Explain how specific aspects of a text’s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).","Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.7,CA-CCSS-ELA-2013,RL.5.7,,4,5,RL | 7 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.","Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.8,CA-CCSS-ELA-2013,RL.1.8,,0,1,RL | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,(Not applicable to literature),(Not applicable to literature),https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.8,CA-CCSS-ELA-2013,RL.2.8,,1,2,RL | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,(Not applicable to literature),(Not applicable to literature),https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.2.8,CA-CCSS-ELA-2013,RL.3.8,,2,3,RL | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,(Not applicable to literature),(Not applicable to literature),https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.3.8,CA-CCSS-ELA-2013,RL.4.8,,3,4,RL | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,(Not applicable to literature),(Not applicable to literature),https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.4.8,CA-CCSS-ELA-2013,RL.5.8,,4,5,RL | 8 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,(Not applicable to literature),(Not applicable to literature),https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.K.9,CA-CCSS-ELA-2013,RL.1.9,,0,1,RL | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.",Compare and contrast the adventures and experiences of characters in stories.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RL.1.9,CA-CCSS-ELA-2013,RL.2.9,,1,2,RL | 9 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Compare and contrast the adventures and experiences of characters in stories.,"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
