framework_id,code,grade,grade_range,art_type,subdiscipline,artistic_process,anchor_standard,enduring_understanding,essential_questions,process_components,performance_standards,source_url,page,raw_text
CA-VAPA-2019,2.DA:Re8,2,,Dance,,Responding,8: Interpret intent and meaning in artistic work,"Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.",How is dance interpreted?,Interpret,Use context cues from movement to identify meaning and intent in a dance using simple dance terminology.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Re8
Grade: 2
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 8: Interpret intent and meaning in artistic work

Enduring Understanding: Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.
Essential Question(s): How is dance interpreted?
Process Component(s): Interpret

Performance Standard(s):
Use context cues from movement to identify meaning and intent in a dance using simple dance terminology.
"
CA-VAPA-2019,2.DA:Re7,2,,Dance,,Responding,7: Perceive and analyze artistic work,Dance is perceived and analyzed to comprehend its meaning.,How is a dance understood?,Analyze,"a. Find movements in a dance that develop a pattern.
b. Demonstrate and describe movements in dances from a variety of genres or cultures.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Re7
Grade: 2
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 7: Perceive and analyze artistic work

Enduring Understanding: Dance is perceived and analyzed to comprehend its meaning.
Essential Question(s): How is a dance understood?
Process Component(s): Analyze

Performance Standard(s):
a. Find movements in a dance that develop a pattern.
b. Demonstrate and describe movements in dances from a variety of genres or cultures.
"
CA-VAPA-2019,2.DA:Pr6,2,,Dance,,Performing,6: Convey meaning through the presentation of artistic work,"Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.",How does a dancer heighten artistry in a public performance?,Present,"a. Dance for and with others in a space where audience and performers occupy different areas.
b. Use limited production elements.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Pr6
Grade: 2
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 6: Convey meaning through the presentation of artistic work

Enduring Understanding: Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.
Essential Question(s): How does a dancer heighten artistry in a public performance?
Process Component(s): Present

Performance Standard(s):
a. Dance for and with others in a space where audience and performers occupy different areas.
b. Use limited production elements.
"
CA-VAPA-2019,2.DA:Pr5,2,,Dance,,Performing,5: Develop and refine artistic techniques and work for presentation,Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.,What must a dancer do to prepare the mind and body for artistic expression?,Embody,"a. Demonstrate a range of locomotor and non-locomotor movements, body patterning, and dance sequences that require moving through space using a variety of pathways.
b. Move safely in a variety of spatial relationships and formations with other dancers, sharing and maintaining personal space.
c. Repeat movements, with an awareness of self and others in space. Self-adjust and modify movements or placement upon request.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Pr5
Grade: 2
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 5: Develop and refine artistic techniques and work for presentation

Enduring Understanding: Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.
Essential Question(s): What must a dancer do to prepare the mind and body for artistic expression?
Process Component(s): Embody

Performance Standard(s):
a. Demonstrate a range of locomotor and non-locomotor movements, body patterning, and dance sequences that require moving through space using a variety of pathways.
b. Move safely in a variety of spatial relationships and formations with other dancers, sharing and maintaining personal space.
c. Repeat movements, with an awareness of self and others in space. Self-adjust and modify movements or placement upon request.
"
CA-VAPA-2019,2.DA:Pr4,2,,Dance,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Space, time, and energy are basic elements of dance.","How do dancers work with space, time and energy to communicate artistic expression?",Express,"a. Demonstrate clear directionality and intent when performing locomotor and non-locomotor movements that change body shapes, facings, and pathways in space. Identify symmetrical and asymmetrical body shapes and examine relationships between body parts.
b. Identify the length of time a movement or phrase takes (e.g., whether it is long or short). Identify and move on the downbeat in duple and triple meter. Correlate metric phrasing with movement phrasing.
c. Select and apply appropriate characteristics to movements (e.g., selecting specific adverbs and adjectives and apply them to movements). Demonstrate kinesthetic awareness while dancing the movement characteristics.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Pr4
Grade: 2
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: Space, time, and energy are basic elements of dance.
Essential Question(s): How do dancers work with space, time and energy to communicate artistic expression?
Process Component(s): Express

Performance Standard(s):
a. Demonstrate clear directionality and intent when performing locomotor and non-locomotor movements that change body shapes, facings, and pathways in space. Identify symmetrical and asymmetrical body shapes and examine relationships between body parts.
b. Identify the length of time a movement or phrase takes (e.g., whether it is long or short). Identify and move on the downbeat in duple and triple meter. Correlate metric phrasing with movement phrasing.
c. Select and apply appropriate characteristics to movements (e.g., selecting specific adverbs and adjectives and apply them to movements). Demonstrate kinesthetic awareness while dancing the movement characteristics.
"
CA-VAPA-2019,2.DA:Cr3,2,,Dance,,Creating,3: Refine and complete artistic work,"Choreographers analyze, evaluate, refine, and document their work to communicate meaning","How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?",Revise,Explore suggestions and make choices to change movement from guided improvisation and/or short remembered sequences.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Cr3
Grade: 2
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: Choreographers analyze, evaluate, refine, and document their work to communicate meaning
Essential Question(s): How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?
Process Component(s): Revise

Performance Standard(s):
Explore suggestions and make choices to change movement from guided improvisation and/or short remembered sequences.
"
CA-VAPA-2019,2.DA:Cr2,2,,Dance,,Creating,2: Organize and develop artistic ideas and work,"The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.",What influences choice-making in creating choreography?,Plan,"a. Improvise a dance phrase with a beginning, a middle that has a main idea, and a clear end.
b. Choose movements that express a main idea or emotion, or follow a musical phrase. Explain reasons for movement choices.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA:Cr2
Grade: 2
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.
Essential Question(s): What influences choice-making in creating choreography?
Process Component(s): Plan

Performance Standard(s):
a. Improvise a dance phrase with a beginning, a middle that has a main idea, and a clear end.
b. Choose movements that express a main idea or emotion, or follow a musical phrase. Explain reasons for movement choices.
"
CA-VAPA-2019,2.DA.Cr1,2,,Dance,,Creating,1: Generate and conceptualize artistic ideas and work,Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.,Where do choreographers get ideas for dances?,Explore,"a. Explore movement inspired by a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance, experiences) and suggest additional sources for movement ideas.
b. Combine a variety of movements while manipulating the elements of dance.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 2.DA.Cr1
Grade: 2
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.
Essential Question(s): Where do choreographers get ideas for dances?
Process Component(s): Explore

Performance Standard(s):
a. Explore movement inspired by a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance, experiences) and suggest additional sources for movement ideas.
b. Combine a variety of movements while manipulating the elements of dance.
"
CA-VAPA-2019,3.DA.Cr1,3,,Dance,,Creating,1: Generate and conceptualize artistic ideas and work,Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.,Where do choreographers get ideas for dances?,Explore,"a. Experiment with a variety of self-identified stimuli (e.g., music/sound, text, objects, images, notation, observed dance, experiences) for movement.
b. Explore a given movement problem. Select and demonstrate a solution.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA.Cr1
Grade: 3
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.
Essential Question(s): Where do choreographers get ideas for dances?
Process Component(s): Explore

Performance Standard(s):
a. Experiment with a variety of self-identified stimuli (e.g., music/sound, text, objects, images, notation, observed dance, experiences) for movement.
b. Explore a given movement problem. Select and demonstrate a solution.
"
CA-VAPA-2019,3.DA:Cr2,3,,Dance,,Creating,2: Organize and develop artistic ideas and work,"The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.",What influences choice-making in creating choreography?,Plan,"a. Identify and experiment with choreographic devices to create simple movement patterns and dance structures.
b. Develop a dance phrase that expresses and communicates an idea or feeling. Discuss the effect of the movement choices.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Cr2
Grade: 3
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.
Essential Question(s): What influences choice-making in creating choreography?
Process Component(s): Plan

Performance Standard(s):
a. Identify and experiment with choreographic devices to create simple movement patterns and dance structures.
b. Develop a dance phrase that expresses and communicates an idea or feeling. Discuss the effect of the movement choices.
"
CA-VAPA-2019,3.DA:Cr3,3,,Dance,,Creating,3: Refine and complete artistic work,"Choreographers analyze, evaluate, refine, and document their work to communicate meaning","How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?",Revise,Revise movement choices in response to feedback to improve a short dance study. Describe and document the differences the changes made in the movements.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Cr3
Grade: 3
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: Choreographers analyze, evaluate, refine, and document their work to communicate meaning
Essential Question(s): How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?
Process Component(s): Revise

Performance Standard(s):
Revise movement choices in response to feedback to improve a short dance study. Describe and document the differences the changes made in the movements.
"
CA-VAPA-2019,3.DA:Pr4,3,,Dance,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Space, time, and energy are basic elements of dance.","How do dancers work with space, time and energy to communicate artistic expression?",Express,"a. Judge spaces as distance traveled and use space three dimensionally Demonstrate shapes with positive and negative space. Perform movement sequences in and through space with intentionality and focus.
b. Fulfill specified duration of time with improvised locomotor and non-locomotor movements. Differentiate between “in time” and “out of time” to music. Perform movements that are the same or of a different time orientation to accompaniment. Use metric and kinesthetic phrasing.
c. Change use of energy and dynamics by modifying movements and applying specific characteristics to heighten the effect of their intent.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Pr4
Grade: 3
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: Space, time, and energy are basic elements of dance.
Essential Question(s): How do dancers work with space, time and energy to communicate artistic expression?
Process Component(s): Express

Performance Standard(s):
a. Judge spaces as distance traveled and use space three dimensionally Demonstrate shapes with positive and negative space. Perform movement sequences in and through space with intentionality and focus.
b. Fulfill specified duration of time with improvised locomotor and non-locomotor movements. Differentiate between “in time” and “out of time” to music. Perform movements that are the same or of a different time orientation to accompaniment. Use metric and kinesthetic phrasing.
c. Change use of energy and dynamics by modifying movements and applying specific characteristics to heighten the effect of their intent.
"
CA-VAPA-2019,3.DA:Pr5,3,,Dance,,Performing,5: Develop and refine artistic techniques and work for presentation,Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.,What must a dancer do to prepare the mind and body for artistic expression?,Embody,"a. Replicate body shapes, movement characteristics, and movement patterns in a dance sequence with awareness of body alignment and core support.
b. Adjust body-use to coordinate with a partner or other dancers to safely change levels, directions, and pathway designs.
c. Recall movement sequences with a partner or in group dance activities. Apply constructive feedback from teacher and self-check to improve dance skills.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Pr5
Grade: 3
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 5: Develop and refine artistic techniques and work for presentation

Enduring Understanding: Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.
Essential Question(s): What must a dancer do to prepare the mind and body for artistic expression?
Process Component(s): Embody

Performance Standard(s):
a. Replicate body shapes, movement characteristics, and movement patterns in a dance sequence with awareness of body alignment and core support.
b. Adjust body-use to coordinate with a partner or other dancers to safely change levels, directions, and pathway designs.
c. Recall movement sequences with a partner or in group dance activities. Apply constructive feedback from teacher and self-check to improve dance skills.
"
CA-VAPA-2019,3.DA:Pr6,3,,Dance,,Performing,6: Convey meaning through the presentation of artistic work,"Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.",How does a dancer heighten artistry in a public performance?,Present,"a. Identify the main areas of a performance space using production terminology (e.g., stage right, stage left, center stage, upstage, and downstage).
b. Explore production elements for a dance performed for an audience in a designated specific performance space.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Pr6
Grade: 3
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 6: Convey meaning through the presentation of artistic work

Enduring Understanding: Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.
Essential Question(s): How does a dancer heighten artistry in a public performance?
Process Component(s): Present

Performance Standard(s):
a. Identify the main areas of a performance space using production terminology (e.g., stage right, stage left, center stage, upstage, and downstage).
b. Explore production elements for a dance performed for an audience in a designated specific performance space.
"
CA-VAPA-2019,3.DA:Re7,3,,Dance,,Responding,7: Perceive and analyze artistic work,Dance is perceived and analyzed to comprehend its meaning.,How is a dance understood?,Analyze,"a. Find a movement pattern that creates a movement phrase in a dance work.
b. Demonstrate and explain how one dance genre is similar to and different from another, or how one cultural movement practice is similar to and different from another.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Re7
Grade: 3
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 7: Perceive and analyze artistic work

Enduring Understanding: Dance is perceived and analyzed to comprehend its meaning.
Essential Question(s): How is a dance understood?
Process Component(s): Analyze

Performance Standard(s):
a. Find a movement pattern that creates a movement phrase in a dance work.
b. Demonstrate and explain how one dance genre is similar to and different from another, or how one cultural movement practice is similar to and different from another.
"
CA-VAPA-2019,3.DA:Re8,3,,Dance,,Responding,8: Interpret intent and meaning in artistic work,"Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.",How is dance interpreted?,Interpret,Select specific context cues from movement. Explain how they relate to the main idea of the dance using basic dance terminology.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Re8
Grade: 3
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 8: Interpret intent and meaning in artistic work

Enduring Understanding: Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.
Essential Question(s): How is dance interpreted?
Process Component(s): Interpret

Performance Standard(s):
Select specific context cues from movement. Explain how they relate to the main idea of the dance using basic dance terminology.
"
CA-VAPA-2019,3.DA:Re9,3,,Dance,,Responding,9: Apply criteria to evaluate artistic work,"Criteria for evaluating dance vary across genres, styles, and cultures",What criteria are used to evaluate dance?,Critique,"Select dance movements from specific genres, styles, or cultures. Identify characteristic movements from these dances and describe in basic dance terminology ways in which they are similar and different.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Re9
Grade: 3
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 9: Apply criteria to evaluate artistic work

Enduring Understanding: Criteria for evaluating dance vary across genres, styles, and cultures
Essential Question(s): What criteria are used to evaluate dance?
Process Component(s): Critique

Performance Standard(s):
Select dance movements from specific genres, styles, or cultures. Identify characteristic movements from these dances and describe in basic dance terminology ways in which they are similar and different.
"
CA-VAPA-2019,3.DA:Cn10,3,,Dance,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"As dance is experienced, all personal experiences, knowledge, and contexts are integrated and synthesized to interpret meaning.","How does dance deepen our understanding of ourselves, other knowledge, and events around us?",Synthesize,"a. Compare the relationships expressed in a dance to relationships with others. Explain how they are the same or different.
b. Ask and research a question about a key aspect of a dance that communicates a perspective about an issue or event. Explore the key aspect through movement. Share movements and describe how the movements help to remember or discover new qualities in these key aspects.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Cn10
Grade: 3
Discipline: Dance
Artistic Process: ConnectingAnchor Standard: 10: Synthesize and relate knowledge and personal experiences to make art

Enduring Understanding: As dance is experienced, all personal experiences, knowledge, and contexts are integrated and synthesized to interpret meaning.
Essential Question(s): How does dance deepen our understanding of ourselves, other knowledge, and events around us?
Process Component(s): Synthesize

Performance Standard(s):
a. Compare the relationships expressed in a dance to relationships with others. Explain how they are the same or different.
b. Ask and research a question about a key aspect of a dance that communicates a perspective about an issue or event. Explore the key aspect through movement. Share movements and describe how the movements help to remember or discover new qualities in these key aspects.
"
CA-VAPA-2019,3.DA:Cn11,3,,Dance,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Dance literacy includes deep knowledge and perspectives about societal, cultural, historical, and community contexts.","How does knowing about societal, cultural, historical and community experiences expand dance literacy?",Relate,"Find a relationship between movement in a dance from a culture, society, or community and the culture from which the dance is derived. Explain what the movements communicate about key aspects of the culture, society, or community.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.DA:Cn11
Grade: 3
Discipline: Dance
Artistic Process: ConnectingAnchor Standard: 11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding

Enduring Understanding: Dance literacy includes deep knowledge and perspectives about societal, cultural, historical, and community contexts.
Essential Question(s): How does knowing about societal, cultural, historical and community experiences expand dance literacy?
Process Component(s): Relate

Performance Standard(s):
Find a relationship between movement in a dance from a culture, society, or community and the culture from which the dance is derived. Explain what the movements communicate about key aspects of the culture, society, or community.
"
CA-VAPA-2019,3.MA:Cr1,3,,Media Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Media arts ideas, works, and processes are shaped by the imagination, creative processes, and by experiences, both within and outside of the arts.",How do media artists generate ideas? How can ideas for media arts productions be formed and developed to be effective and original?,Conceive,"Develop multiple ideas for media artworks using a variety of tools, methods and/or materials.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Cr1
Grade: 3
Discipline: Media Arts
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: Media arts ideas, works, and processes are shaped by the imagination, creative processes, and by experiences, both within and outside of the arts.
Essential Question(s): How do media artists generate ideas? How can ideas for media arts productions be formed and developed to be effective and original?
Process Component(s): Conceive

Performance Standard(s):
Develop multiple ideas for media artworks using a variety of tools, methods and/or materials.
"
CA-VAPA-2019,3.MA:Cr3,3,,Media Arts,,Creating,3: Refine and complete artistic work,"The forming, integration, and refinement of aesthetic components, principles, and processes creates purpose, meaning, and artistic quality in media artworks.","What is required to produce a media artwork that conveys purpose, meaning, and artistic quality? How do media artists refine their work?",Construct,"a. Construct and order various content into unified, purposeful media arts productions, describing and applying a defined set of aesthetic principles, such as movement and force.
b. Practice and analyze how the emphasis of elements alters effect and purpose in refining and completing media artworks.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Cr3
Grade: 3
Discipline: Media Arts
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: The forming, integration, and refinement of aesthetic components, principles, and processes creates purpose, meaning, and artistic quality in media artworks.
Essential Question(s): What is required to produce a media artwork that conveys purpose, meaning, and artistic quality? How do media artists refine their work?
Process Component(s): Construct

Performance Standard(s):
a. Construct and order various content into unified, purposeful media arts productions, describing and applying a defined set of aesthetic principles, such as movement and force.
b. Practice and analyze how the emphasis of elements alters effect and purpose in refining and completing media artworks.
"
CA-VAPA-2019,3.MA:Cr2,3,,Media Arts,,Creating,2: Organize and develop artistic ideas and work,"Media artists plan, organize, and develop creative ideas and models into process structures that can effectively realize the artistic idea.",How do media artists organize and develop ideas and models into process structures to achieve the desired end product?,Develop,"Form, share, and test ideas, plans, and/or models to prepare for media arts productions.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Cr2
Grade: 3
Discipline: Media Arts
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: Media artists plan, organize, and develop creative ideas and models into process structures that can effectively realize the artistic idea.
Essential Question(s): How do media artists organize and develop ideas and models into process structures to achieve the desired end product?
Process Component(s): Develop

Performance Standard(s):
Form, share, and test ideas, plans, and/or models to prepare for media arts productions.
"
CA-VAPA-2019,3.MA:Pr4,3,,Media Arts,,Producing (Media Arts only),"4. Select, analyze, and interpret artistic work for presentation","Media artists integrate various forms and contents to develop complex, unified artworks.",How are complex media arts experiences constructed?,Integrate,"Practice combining varied academic, arts, and media forms and content, such as animation, music, and dance, into unified media artworks.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Pr4
Grade: 3
Discipline: Media Arts
Artistic Process: Producing (Media Arts only)Anchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: Media artists integrate various forms and contents to develop complex, unified artworks.
Essential Question(s): How are complex media arts experiences constructed?
Process Component(s): Integrate

Performance Standard(s):
Practice combining varied academic, arts, and media forms and content, such as animation, music, and dance, into unified media artworks.
"
CA-VAPA-2019,3.MA:Pr5,3,,Media Arts,,Producing (Media Arts only),5: Develop and refine artistic techniques and work for presentation,Media artists require a range of skills and abilities to creatively solve problems within and through media arts productions.,What skills are required for creating effective media artworks and how are they improved? How are creativity and innovation developed within and through media arts productions? How do media artists use various tools and techniques?,Practice,"a. Exhibit developing ability in a variety of artistic, design, technical, and organizational roles, such as making compositional decisions, manipulating tools, and group planning, in media arts productions.
b. Exhibit basic creative skills, such as standard use of tools, to invent new content and solutions within and through media arts productions.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Pr5
Grade: 3
Discipline: Media Arts
Artistic Process: Producing (Media Arts only)Anchor Standard: 5: Develop and refine artistic techniques and work for presentation

Enduring Understanding: Media artists require a range of skills and abilities to creatively solve problems within and through media arts productions.
Essential Question(s): What skills are required for creating effective media artworks and how are they improved? How are creativity and innovation developed within and through media arts productions? How do media artists use various tools and techniques?
Process Component(s): Practice

Performance Standard(s):
a. Exhibit developing ability in a variety of artistic, design, technical, and organizational roles, such as making compositional decisions, manipulating tools, and group planning, in media arts productions.
b. Exhibit basic creative skills, such as standard use of tools, to invent new content and solutions within and through media arts productions.
"
CA-VAPA-2019,3.MA:Pr6,3,,Media Arts,,Producing (Media Arts only),6: Convey meaning through the presentation of artistic work,"Media artists purposefully present, share, and distribute media artworks for various contexts.","How does time, place, audience, and context affect presenting or performing choices for media artworks?",Present,"Identify and describe the presentation conditions, audience, and results of presenting media artworks.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Pr6
Grade: 3
Discipline: Media Arts
Artistic Process: Producing (Media Arts only)Anchor Standard: 6: Convey meaning through the presentation of artistic work

Enduring Understanding: Media artists purposefully present, share, and distribute media artworks for various contexts.
Essential Question(s): How does time, place, audience, and context affect presenting or performing choices for media artworks?
Process Component(s): Present

Performance Standard(s):
Identify and describe the presentation conditions, audience, and results of presenting media artworks.
"
CA-VAPA-2019,3.MA:Re7,3,,Media Arts,,Responding,7: Perceive and analyze artistic work,Identifying the qualities and characteristics of media artworks improves one's artistic appreciation and production.,How do we 'read' media artworks and discern their relational components? How do media artworks function to convey meaning and manage audience experience?,Perceive,"a. Identify and describe how messages are created by components in media artworks.
b. Identify and describe how various forms, methods, and styles in media artworks manage audience experience.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Re7
Grade: 3
Discipline: Media Arts
Artistic Process: RespondingAnchor Standard: 7: Perceive and analyze artistic work

Enduring Understanding: Identifying the qualities and characteristics of media artworks improves one's artistic appreciation and production.
Essential Question(s): How do we 'read' media artworks and discern their relational components? How do media artworks function to convey meaning and manage audience experience?
Process Component(s): Perceive

Performance Standard(s):
a. Identify and describe how messages are created by components in media artworks.
b. Identify and describe how various forms, methods, and styles in media artworks manage audience experience.
"
CA-VAPA-2019,3.MA:Re8,3,,Media Arts,,Responding,8: Interpret intent and meaning in artistic work,"Interpretation and appreciation require consideration of the intent, form, and context of the media and artwork.",How do people relate to and interpret media artworks?,Interpret,Determine the purposes and meanings of media artworks while describing their context.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Re8
Grade: 3
Discipline: Media Arts
Artistic Process: RespondingAnchor Standard: 8: Interpret intent and meaning in artistic work

Enduring Understanding: Interpretation and appreciation require consideration of the intent, form, and context of the media and artwork.
Essential Question(s): How do people relate to and interpret media artworks?
Process Component(s): Interpret

Performance Standard(s):
Determine the purposes and meanings of media artworks while describing their context.
"
CA-VAPA-2019,3.MA:Re9,3,,Media Arts,,Responding,9: Apply criteria to evaluate artistic work,"Skillful evaluation and critique are critical components of experiencing, appreciating, and producing media artworks.",How and why do media artists value and judge media artworks? When and how should we evaluate and critique media artworks to improve them?,Evaluate,"Identify basic criteria for and evaluate media artworks and production processes, considering possible improvements and their context.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Re9
Grade: 3
Discipline: Media Arts
Artistic Process: RespondingAnchor Standard: 9: Apply criteria to evaluate artistic work

Enduring Understanding: Skillful evaluation and critique are critical components of experiencing, appreciating, and producing media artworks.
Essential Question(s): How and why do media artists value and judge media artworks? When and how should we evaluate and critique media artworks to improve them?
Process Component(s): Evaluate

Performance Standard(s):
Identify basic criteria for and evaluate media artworks and production processes, considering possible improvements and their context.
"
CA-VAPA-2019,3.MA:Cn10,3,,Media Arts,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,: Media artworks synthesize meaning and form cultural experience.,How do we relate knowledge and experiences to understanding and making media artworks? How do we learn about and create meaning through producing media artworks?,Synthesize,"a. Use personal and external resources, such as interests, information, and models, to create media artworks.
b. Identify and show how media artworks form meanings, situations, and/or culture, such as popular media.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 3.MA:Cn10
Grade: 3
Discipline: Media Arts
Artistic Process: ConnectingAnchor Standard: 10: Synthesize and relate knowledge and personal experiences to make art

Enduring Understanding: : Media artworks synthesize meaning and form cultural experience.
Essential Question(s): How do we relate knowledge and experiences to understanding and making media artworks? How do we learn about and create meaning through producing media artworks?
Process Component(s): Synthesize

Performance Standard(s):
a. Use personal and external resources, such as interests, information, and models, to create media artworks.
b. Identify and show how media artworks form meanings, situations, and/or culture, such as popular media.
"
