framework_id,code,grade,cluster,overarching_standard_code,overarching_standard,text,source_url,page,raw_text
CA-PE-2005,PE-2.5.7,2,Group Dynamics,PE-2.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Participate positively in physical activities that rely on cooperation.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.5.7
Grade: 2
Cluster: Group Dynamics

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Participate positively in physical activities that rely on cooperation.
"
CA-PE-2005,PE-3.1,3,,,,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1
Grade: 3

Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.
"
CA-PE-2005,PE-3.1.1,3,Movement Concepts,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Chase, ﬂee, and move away from others in a constantly changing environment.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.1
Grade: 3
Cluster: Movement Concepts

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Chase, ﬂee, and move away from others in a constantly changing environment.
"
CA-PE-2005,PE-3.1.10,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Throw and catch an object with a partner, increasing the distance from the partner and maintaining an accurate throw that can be easily caught.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.10
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Throw and catch an object with a partner, increasing the distance from the partner and maintaining an accurate throw that can be easily caught.
"
CA-PE-2005,PE-3.1.11,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Kick a ball to a stationary partner, using the inside of the foot.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.11
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Kick a ball to a stationary partner, using the inside of the foot.
"
CA-PE-2005,PE-3.1.12,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Strike a ball continuously upward, using a paddle or racket.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.12
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Strike a ball continuously upward, using a paddle or racket.
"
CA-PE-2005,PE-3.1.13,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Hand-dribble a ball continuously while moving around obstacles.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.13
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Hand-dribble a ball continuously while moving around obstacles.
"
CA-PE-2005,PE-3.1.14,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Foot-dribble a ball continuously while traveling and changing direction.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.14
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Foot-dribble a ball continuously while traveling and changing direction.
"
CA-PE-2005,PE-3.1.15,3,Rhythmic Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Perform a line dance, a circle dance, and a folk dance with a partner.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.15
Grade: 3
Cluster: Rhythmic Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Perform a line dance, a circle dance, and a folk dance with a partner.
"
CA-PE-2005,PE-3.1.2,3,Body Management,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Perform an inverted balance (tripod) by evenly distributing weight on body parts.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.2
Grade: 3
Cluster: Body Management

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Perform an inverted balance (tripod) by evenly distributing weight on body parts.
"
CA-PE-2005,PE-3.1.3,3,Body Management,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Perform a forward roll.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.3
Grade: 3
Cluster: Body Management

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Perform a forward roll.
"
CA-PE-2005,PE-3.1.4,3,Body Management,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Perform a straddle roll.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.4
Grade: 3
Cluster: Body Management

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Perform a straddle roll.
"
CA-PE-2005,PE-3.1.5,3,Locomotor Movement,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Jump continuously a forward-turning rope and a backward-turning rope.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.5
Grade: 3
Cluster: Locomotor Movement

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Jump continuously a forward-turning rope and a backward-turning rope.
"
CA-PE-2005,PE-3.1.6,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Balance while traveling and manipulating an object on a ground-level balance beam.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.6
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Balance while traveling and manipulating an object on a ground-level balance beam.
"
CA-PE-2005,PE-3.1.7,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Catch, while traveling, an object thrown by a stationary partner.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.7
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Catch, while traveling, an object thrown by a stationary partner.
"
CA-PE-2005,PE-3.1.8,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Roll a ball for accuracy toward a target.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.8
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Roll a ball for accuracy toward a target.
"
CA-PE-2005,PE-3.1.9,3,Manipulative Skills,PE-3.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Throw a ball, using the overhand movement pattern with increasing accuracy.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.1.9
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Throw a ball, using the overhand movement pattern with increasing accuracy.
"
CA-PE-2005,PE-3.2,3,,,,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2
Grade: 3

Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.
"
CA-PE-2005,PE-3.2.1,3,Movement Concepts,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Describe how changing speed and changing direction can allow one person to move away from another.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.1
Grade: 3
Cluster: Movement Concepts

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Describe how changing speed and changing direction can allow one person to move away from another.
"
CA-PE-2005,PE-3.2.2,3,Manipulative Skills,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.","Explain and demonstrate the correct hand position when catching a ball above the head, below the waist, near the middle of the body, and away from the body.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.2
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain and demonstrate the correct hand position when catching a ball above the head, below the waist, near the middle of the body, and away from the body.
"
CA-PE-2005,PE-3.2.3,3,Manipulative Skills,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Explain the difference between throwing to a stationary partner and throwing to a moving partner.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.3
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain the difference between throwing to a stationary partner and throwing to a moving partner.
"
CA-PE-2005,PE-3.2.4,3,Manipulative Skills,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Identify the key elements for increasing accuracy in rolling a ball and throwing a ball.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.4
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify the key elements for increasing accuracy in rolling a ball and throwing a ball.
"
CA-PE-2005,PE-3.2.5,3,Manipulative Skills,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.","Identify the differences between dribbling a ball (with the hand and the foot, separately) while moving forward and when changing direction.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.5
Grade: 3
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify the differences between dribbling a ball (with the hand and the foot, separately) while moving forward and when changing direction.
"
CA-PE-2005,PE-3.2.6,3,Rhythmic Skills,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.","Deﬁne the terms folk dance, line dance, and circle dance.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.6
Grade: 3
Cluster: Rhythmic Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Deﬁne the terms folk dance, line dance, and circle dance.
"
CA-PE-2005,PE-3.2.7,3,Rhythmic Skills,PE-3.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.","Compare and contrast folk dances, line dances, and circle dances.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.2.7
Grade: 3
Cluster: Rhythmic Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Compare and contrast folk dances, line dances, and circle dances.
"
CA-PE-2005,PE-3.3,3,,,,Students assess and maintain a level of physical fitness to improve health and performance.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3
Grade: 3

Standard:
Students assess and maintain a level of physical fitness to improve health and performance.
"
CA-PE-2005,PE-3.3.1,3,Fitness Concepts,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,Demonstrate warm-up and cool-down exercises.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.1
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Demonstrate warm-up and cool-down exercises.
"
CA-PE-2005,PE-3.3.2,3,Fitness Concepts,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,Demonstrate how to lift and carry objects correctly.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.2
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Demonstrate how to lift and carry objects correctly.
"
CA-PE-2005,PE-3.3.3,3,Aerobic Capacity,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,"Participate three to four days each week, for increasing periods of time, in continuous moderate to vigorous physical activities that require sustained movement of the large- muscle groups to increase breathing and heart rate.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.3
Grade: 3
Cluster: Aerobic Capacity

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Participate three to four days each week, for increasing periods of time, in continuous moderate to vigorous physical activities that require sustained movement of the large- muscle groups to increase breathing and heart rate.
"
CA-PE-2005,PE-3.3.4,3,Muscular Strength/Endurance,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,"Perform increasing numbers of each: abdominal curl-ups, oblique curl-ups on each side, modiﬁed push-ups or traditional push-ups with hands on a bench, forward lunges, side lunges, and triceps push-ups from a chair.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.4
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Perform increasing numbers of each: abdominal curl-ups, oblique curl-ups on each side, modiﬁed push-ups or traditional push-ups with hands on a bench, forward lunges, side lunges, and triceps push-ups from a chair.
"
CA-PE-2005,PE-3.3.5,3,Muscular Strength/Endurance,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,Climb a vertical pole or rope.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.5
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Climb a vertical pole or rope.
"
CA-PE-2005,PE-3.3.6,3,Flexibility,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,"Hold for an increasing period of time basic stretches for hips, shoulders, hamstrings, quadriceps, triceps, biceps, back, and neck.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.6
Grade: 3
Cluster: Flexibility

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Hold for an increasing period of time basic stretches for hips, shoulders, hamstrings, quadriceps, triceps, biceps, back, and neck.
"
CA-PE-2005,PE-3.3.7,3,Body Composition,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,Sustain continuous movement for increasing periods of time while participating in moderate to vigorous physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.7
Grade: 3
Cluster: Body Composition

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Sustain continuous movement for increasing periods of time while participating in moderate to vigorous physical activity.
"
CA-PE-2005,PE-3.3.8,3,Assessment,PE-3.3,Students assess and maintain a level of physical fitness to improve health and performance.,Measure and record improvement in individual fitness activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.3.8
Grade: 3
Cluster: Assessment

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Measure and record improvement in individual fitness activities.
"
CA-PE-2005,PE-3.4,3,,,,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4
Grade: 3

Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.
"
CA-PE-2005,PE-3.4.1,3,Fitness Concepts,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Identify the body’s normal reactions to moderate to vigorous physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.1
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Identify the body’s normal reactions to moderate to vigorous physical activity.
"
CA-PE-2005,PE-3.4.10,3,Muscular Strength/Endurance,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Identify which muscles are used in performing muscular endurance activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.10
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Identify which muscles are used in performing muscular endurance activities.
"
CA-PE-2005,PE-3.4.11,3,Muscular Strength/Endurance,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Name and locate the major muscles of the body.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.11
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Name and locate the major muscles of the body.
"
CA-PE-2005,PE-3.4.12,3,Muscular Strength/Endurance,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Describe and demonstrate how to relieve a muscle cramp.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.12
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Describe and demonstrate how to relieve a muscle cramp.
"
CA-PE-2005,PE-3.4.13,3,Muscular Strength/Endurance,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Describe the role of muscle strength and proper lifting in the prevention of back injuries.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.13
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Describe the role of muscle strength and proper lifting in the prevention of back injuries.
"
CA-PE-2005,PE-3.4.14,3,Flexibility,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Identify ﬂexibility exercises that are not safe for the joints and should be avoided.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.14
Grade: 3
Cluster: Flexibility

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Identify ﬂexibility exercises that are not safe for the joints and should be avoided.
"
CA-PE-2005,PE-3.4.15,3,Flexibility,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain why a particular stretch is appropriate preparation for a particular physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.15
Grade: 3
Cluster: Flexibility

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain why a particular stretch is appropriate preparation for a particular physical activity.
"
CA-PE-2005,PE-3.4.16,3,Body Composition,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Differentiate the body’s ability to consume calories and burn fat during periods of inactivity and during long periods of moderate physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.16
Grade: 3
Cluster: Body Composition

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Differentiate the body’s ability to consume calories and burn fat during periods of inactivity and during long periods of moderate physical activity.
"
CA-PE-2005,PE-3.4.2,3,Fitness Concepts,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",List and deﬁne the components of physical ﬁtness.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.2
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
List and deﬁne the components of physical ﬁtness.
"
CA-PE-2005,PE-3.4.3,3,Fitness Concepts,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain the purpose of warming up before physical activity and cooling down after physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.3
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain the purpose of warming up before physical activity and cooling down after physical activity.
"
CA-PE-2005,PE-3.4.4,3,Fitness Concepts,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Recognize that the body will adapt to increased workloads.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.4
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Recognize that the body will adapt to increased workloads.
"
CA-PE-2005,PE-3.4.5,3,Fitness Concepts,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain that ﬂuid needs are linked to energy expenditure.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.5
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain that ﬂuid needs are linked to energy expenditure.
"
CA-PE-2005,PE-3.4.6,3,Fitness Concepts,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Discuss the need for oxygen and fuel to be available during ongoing muscle contraction so that heat and waste products are removed.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.6
Grade: 3
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Discuss the need for oxygen and fuel to be available during ongoing muscle contraction so that heat and waste products are removed.
"
CA-PE-2005,PE-3.4.7,3,Aerobic Capacity,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.","Describe the relationship between the heart, lungs, muscles, blood, and oxygen during physical activity.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.7
Grade: 3
Cluster: Aerobic Capacity

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Describe the relationship between the heart, lungs, muscles, blood, and oxygen during physical activity.
"
CA-PE-2005,PE-3.4.8,3,Aerobic Capacity,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.","Describe and record the changes in heart rate before, during, and after physical activity.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.8
Grade: 3
Cluster: Aerobic Capacity

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Describe and record the changes in heart rate before, during, and after physical activity.
"
CA-PE-2005,PE-3.4.9,3,Muscular Strength/Endurance,PE-3.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain that a stronger heart muscle can pump more blood with each beat.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.4.9
Grade: 3
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain that a stronger heart muscle can pump more blood with each beat.
"
CA-PE-2005,PE-3.5,3,,,,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5
Grade: 3

Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.
"
CA-PE-2005,PE-3.5.1,3,Self-Responsibility,PE-3.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",5.1 Set a personal goal to improve a motor skill and work toward that goal in nonschool time.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5.1
Grade: 3
Cluster: Self-Responsibility

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
5.1 Set a personal goal to improve a motor skill and work toward that goal in nonschool time.
"
CA-PE-2005,PE-3.5.2,3,Self-Responsibility,PE-3.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Collect data and record progress toward mastery of a motor skill.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5.2
Grade: 3
Cluster: Self-Responsibility

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Collect data and record progress toward mastery of a motor skill.
"
CA-PE-2005,PE-3.5.3,3,Self-Responsibility,PE-3.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",List the beneﬁts of following and the risks of not following safety procedures and rules associated with physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5.3
Grade: 3
Cluster: Self-Responsibility

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
List the beneﬁts of following and the risks of not following safety procedures and rules associated with physical activity.
"
CA-PE-2005,PE-3.5.4,3,Social Interaction,PE-3.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Use appropriate cues for movement and positive words of encouragement while coaching others in physical activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5.4
Grade: 3
Cluster: Social Interaction

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Use appropriate cues for movement and positive words of encouragement while coaching others in physical activities.
"
CA-PE-2005,PE-3.5.5,3,Social Interaction,PE-3.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Demonstrate respect for individual differences in physical abilities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5.5
Grade: 3
Cluster: Social Interaction

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Demonstrate respect for individual differences in physical abilities.
"
CA-PE-2005,PE-3.5.6,3,Group Dynamics,PE-3.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Work in pairs or small groups to achieve an agreed-upon goal.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-3.5.6
Grade: 3
Cluster: Group Dynamics

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Work in pairs or small groups to achieve an agreed-upon goal.
"
CA-PE-2005,PE-4.1,4,,,,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-4.1
Grade: 4

Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.
"
